Frame,Class,Count,Avg_Area,Avg_Brightness
34,Fixed Cells,623,179.7223113964687,127.71776131520473
34,Dead Cells,0,0.0,0.0
34,Debris,7,38.0,132.8613948858046
35,Seed Cells,1261,154.17287866772404,125.50129995818274
35,Fixed Cells,644,177.27173913043478,127.55005658817234
35,Dead Cells,0,0.0,0.0
35,Debris,11,36.63636363636363,133.894282493237
36,Seed Cells,1299,153.81909160892994,124.92153267045009
36,Fixed Cells,644,176.63664596273293,127.40504340867406
36,Dead Cells,0,0.0,0.0
36,Debris,4,33.25,129.2719116104214
37,Seed Cells,1230,151.53658536585365,124.74639904966267
37,Fixed Cells,672,180.66517857142858,127.65686999842771
37,Dead Cells,0,0.0,0.0
37,Debris,11,33.45454545454545,147.28670779648658
38,Seed Cells,1353,149.33850702143386,124.55080335646224
38,Fixed Cells,676,178.4378698224852,127.40735673307553
38,Dead Cells,0,0.0,0.0
38,Debris,7,104.28571428571429,120.12518926315144
39,Seed Cells,1119,149.91957104557642,124.63545204742167
39,Fixed Cells,889,175.5230596175478,126.63343999108699
39,Dead Cells,0,0.0,0.0
39,Debris,3,39.333333333333336,121.87371794871795
40,Seed Cells,1133,145.85083848190644,124.50780034298977
40,Fixed Cells,920,171.9445652173913,126.51871610354678
40,Dead Cells,0,0.0,0.0
40,Debris,5,129.0,113.97631913355842
41,Seed Cells,1211,140.68125516102396,124.12117731731026
41,Fixed Cells,922,170.08134490238612,126.4529660197307
41,Dead Cells,0,0.0,0.0
41,Debris,10,84.6,136.6779796739848
42,Seed Cells,1212,138.48927392739273,123.5225393492187
42,Fixed Cells,881,171.82065834279229,126.55811334384657
42,Dead Cells,0,0.0,0.0
42,Debris,4,34.75,117.83009153318078
43,Seed Cells,1285,139.23268482490272,123.58761147976648
43,Fixed Cells,896,168.68303571428572,126.30666230736766
43,Dead Cells,0,0.0,0.0
43,Debris,8,97.875,135.144696741072
44,Seed Cells,1385,132.65270758122745,124.32439996550555
44,Fixed Cells,837,172.02747909199522,126.12567436032892
44,Dead Cells,0,0.0,0.0
44,Debris,1,37.0,146.54054054054055
45,Seed Cells,1403,129.5295794725588,123.03868865643062
45,Fixed Cells,867,169.96424452133795,126.31960985155818
45,Dead Cells,0,0.0,0.0
45,Debris,4,26.75,119.4890873015873
46,Seed Cells,1426,127.47475455820476,122.83156590831103
46,Fixed Cells,848,172.0129716981132,126.39252556296029
46,Dead Cells,0,0.0,0.0
46,Debris,6,29.333333333333332,129.85174486461253
47,Seed Cells,1426,127.94319775596072,122.44931675176908
47,Fixed Cells,844,167.40284360189574,126.14929919310907
47,Dead Cells,0,0.0,0.0
47,Debris,6,26.5,130.33546977713647
48,Seed Cells,1502,125.43941411451398,122.06723573622342
48,Fixed Cells,820,167.29024390243902,126.0557009657002
48,Dead Cells,0,0.0,0.0
48,Debris,7,27.571428571428573,122.98661623740406
49,Seed Cells,1610,122.59378881987578,121.93413168780818
49,Fixed Cells,763,163.98427260812582,125.96050140319022
49,Dead Cells,0,0.0,0.0
49,Debris,3,26.0,144.40255376344086
50,Seed Cells,1617,121.68398268398268,121.87560220447902
50,Fixed Cells,737,158.52645861601084,125.62108391806045
50,Dead Cells,0,0.0,0.0
50,Debris,6,29.5,111.44482705203292
51,Seed Cells,1732,116.81870669745959,121.43507147854676
51,Fixed Cells,671,156.00596125186289,125.74351903091821
51,Dead Cells,0,0.0,0.0
51,Debris,2,21.5,75.67738095238096
52,Seed Cells,1790,115.28491620111731,121.06210221742928
52,Fixed Cells,640,154.3578125,125.89164072308623
52,Dead Cells,0,0.0,0.0
52,Debris,9,27.555555555555557,111.53609527043324
53,Seed Cells,1836,113.760348583878,120.80638385929342
53,Fixed Cells,614,150.67589576547232,125.06854496217751
53,Dead Cells,0,0.0,0.0
53,Debris,5,22.2,109.36109253065774
54,Seed Cells,1839,110.43665035345296,121.32186400449262
54,Fixed Cells,589,152.4634974533107,124.15371399933962
54,Dead Cells,0,0.0,0.0
54,Debris,3,24.0,109.46876543209878
55,Seed Cells,1842,112.12866449511401,121.66235451093321
55,Fixed Cells,526,147.92205323193917,123.27442032157862
55,Dead Cells,0,0.0,0.0
55,Debris,9,47.22222222222222,119.79489361949848
56,Seed Cells,1908,110.19706498951781,121.25318640219669
56,Fixed Cells,478,151.72803347280336,123.85463502006778
56,Dead Cells,0,0.0,0.0
56,Debris,2,28.0,116.78571428571428
57,Seed Cells,1955,108.45626598465473,120.84341719179564
57,Fixed Cells,488,150.42827868852459,123.94371410768096
57,Dead Cells,0,0.0,0.0
57,Debris,4,25.5,127.33825757575757
58,Seed Cells,1959,107.64471669218989,120.71340498156643
58,Fixed Cells,450,150.88444444444445,123.82137833762648
58,Dead Cells,0,0.0,0.0
58,Debris,4,26.25,118.80877224627224
59,Seed Cells,1976,106.4746963562753,120.85805575232735
59,Fixed Cells,406,145.43349753694582,123.77878266461781
59,Dead Cells,0,0.0,0.0
59,Debris,4,22.75,124.36653080035433
60,Seed Cells,2005,101.39052369077307,120.36421023117332
60,Fixed Cells,359,140.70194986072423,123.98915960853454
60,Dead Cells,0,0.0,0.0
60,Debris,5,23.4,124.12711065102368
61,Seed Cells,2081,102.51369533877943,120.1884411492775
61,Fixed Cells,315,144.28571428571428,123.56424998101416
61,Dead Cells,0,0.0,0.0
61,Debris,3,25.0,133.06957671957673
62,Seed Cells,2000,100.948,119.03700417034828
62,Fixed Cells,313,138.7444089456869,124.04498791298406
62,Dead Cells,0,0.0,0.0
62,Debris,4,202.25,117.77827099434487
63,Seed Cells,2019,101.7211490837048,119.76217848018001
63,Fixed Cells,340,140.04117647058823,122.55220484742424
63,Dead Cells,0,0.0,0.0
63,Debris,4,26.0,87.69760989010989
64,Seed Cells,1997,96.37255883825739,118.62450734739328
64,Fixed Cells,315,138.53650793650795,123.29089628166662
64,Dead Cells,0,0.0,0.0
64,Debris,4,23.25,93.91831561226299
65,Seed Cells,2055,100.22725060827251,120.06527475934365
65,Fixed Cells,289,135.60207612456747,120.85900998153349
65,Dead Cells,0,0.0,0.0
65,Debris,10,21.4,121.19019548872181
66,Seed Cells,2065,98.11428571428571,119.69281538941857
66,Fixed Cells,285,137.42456140350876,122.09795979218065
66,Dead Cells,0,0.0,0.0
66,Debris,4,22.0,80.32765151515152
67,Seed Cells,2085,98.23213429256595,119.84965934751712
67,Fixed Cells,280,136.75714285714287,121.62474746690464
67,Dead Cells,0,0.0,0.0
67,Debris,6,22.333333333333332,119.11576617826618
68,Seed Cells,2081,97.17443536761172,119.50199517970692
68,Fixed Cells,277,139.5884476534296,122.5057231764744
68,Dead Cells,0,0.0,0.0
68,Debris,7,20.0,138.2437470138557
69,Seed Cells,2050,95.80975609756098,119.50087385385453
69,Fixed Cells,261,136.3256704980843,122.30926038907414
69,Dead Cells,0,0.0,0.0
69,Debris,6,23.5,130.97696204122676
70,Seed Cells,2069,96.0236829386177,119.98042766285889
70,Fixed Cells,232,135.51724137931035,121.25499138908765
70,Dead Cells,0,0.0,0.0
70,Debris,5,21.0,102.59954212454213
71,Seed Cells,2032,96.35334645669292,119.72055352537348
71,Fixed Cells,255,128.54117647058823,120.17913483106122
71,Dead Cells,0,0.0,0.0
71,Debris,3,24.0,99.66666666666667
72,Seed Cells,2087,94.61763296597988,119.37463567920003
72,Fixed Cells,208,120.85576923076923,119.20794355423692
72,Dead Cells,0,0.0,0.0
72,Debris,5,23.0,127.01115018315019
73,Seed Cells,2046,94.71749755620723,119.52357913911679
73,Fixed Cells,208,125.59134615384616,119.98071174909076
73,Dead Cells,0,0.0,0.0
73,Debris,4,19.25,139.99986645299145
74,Seed Cells,2020,95.08019801980198,119.47234334267078
74,Fixed Cells,196,130.12755102040816,119.73385376940837
74,Dead Cells,0,0.0,0.0
74,Debris,9,23.11111111111111,119.73363097450053
75,Seed Cells,2094,94.08930276981853,119.40233059809093
75,Fixed Cells,211,130.0,119.59206825735754
75,Dead Cells,0,0.0,0.0
75,Debris,10,22.5,125.67651501199177
76,Seed Cells,2160,93.17453703703704,119.56979182010363
76,Fixed Cells,174,122.75287356321839,118.55365730898028
76,Dead Cells,0,0.0,0.0
76,Debris,5,20.0,105.46833732057416
77,Seed Cells,1087,98.1738730450782,127.71787825755783
77,Fixed Cells,1226,94.65497553017944,111.4957887416181
77,Dead Cells,0,0.0,0.0
77,Debris,11,21.545454545454547,121.45917436434756
78,Seed Cells,1089,96.37281910009183,127.69681409649255
78,Fixed Cells,1226,95.30831973898859,111.11095547230475
78,Dead Cells,0,0.0,0.0
78,Debris,6,20.5,122.59316377758834
79,Seed Cells,1085,97.81198156682028,127.29037871622705
79,Fixed Cells,1191,93.68681780016793,110.78365480198497
79,Dead Cells,0,0.0,0.0
79,Debris,6,19.5,133.21447510822512
80,Seed Cells,1086,95.67403314917127,127.55304139389473
80,Fixed Cells,1226,92.6884176182708,111.10419337347871
80,Dead Cells,0,0.0,0.0
80,Debris,7,19.0,132.21480809867808
81,Seed Cells,1111,95.2007200720072,127.57115996530901
81,Fixed Cells,1231,95.07473598700244,111.12906004258369
81,Dead Cells,0,0.0,0.0
81,Debris,7,21.857142857142858,116.10760611937083
82,Seed Cells,1122,93.13725490196079,127.61761751076111
82,Fixed Cells,1244,93.78617363344051,111.18117912946163
82,Dead Cells,0,0.0,0.0
82,Debris,8,20.625,138.91795034357963
83,Seed Cells,1123,93.21282279608192,127.36504304583012
83,Fixed Cells,1225,92.14285714285714,111.72468696056086
83,Dead Cells,0,0.0,0.0
83,Debris,4,21.75,105.35149286987523
84,Seed Cells,1114,93.47666068222621,127.33812870056794
84,Fixed Cells,1201,93.9608659450458,111.3738177193296
84,Dead Cells,0,0.0,0.0
84,Debris,5,20.6,127.14880952380952
85,Seed Cells,1130,91.50265486725664,127.15712230126746
85,Fixed Cells,1227,91.82314588427057,111.48415201601667
85,Dead Cells,0,0.0,0.0
85,Debris,9,20.11111111111111,118.98301656920077
86,Seed Cells,1131,90.44916003536693,127.23715388319417
86,Fixed Cells,1241,91.70588235294117,111.71050180789524
86,Dead Cells,0,0.0,0.0
86,Debris,11,20.0,130.39776320517427
87,Seed Cells,1136,88.73591549295774,127.00837016725487
87,Fixed Cells,1018,98.15717092337917,114.45583977348146
87,Dead Cells,220,64.32727272727273,97.74593998150013
87,Debris,9,19.555555555555557,123.08550180898007
88,Seed Cells,1137,89.06244503078277,126.98489471448639
88,Fixed Cells,1006,97.0337972166998,114.38116725420902
88,Dead Cells,202,63.98019801980198,98.23599382122592
88,Debris,8,23.75,112.73170525127047
89,Seed Cells,1141,89.38387379491674,126.7795181112838
89,Fixed Cells,997,97.2617853560682,114.21789877387657
89,Dead Cells,200,64.605,98.29621924493448
89,Debris,9,22.22222222222222,120.77077848882196
90,Seed Cells,1110,90.09909909909909,126.56241247774201
90,Fixed Cells,1015,97.55665024630542,114.75525171802104
90,Dead Cells,199,64.37185929648241,98.49407595473724
90,Debris,8,21.0,119.05777777777777
91,Seed Cells,1069,89.20392890551918,126.70332001444807
91,Fixed Cells,971,99.08959835221421,114.37318873465823
91,Dead Cells,186,64.10215053763442,98.42967556140275
91,Debris,6,21.0,123.42404695313161
92,Seed Cells,1100,88.93363636363637,126.59649444185851
92,Fixed Cells,979,96.9611848825332,114.23986386214253
92,Dead Cells,200,65.3,98.91890798693572
92,Debris,11,20.09090909090909,130.88616339402225
93,Seed Cells,1109,88.27051397655545,126.52523594110258
93,Fixed Cells,1007,97.19860973187686,114.24467573823895
93,Dead Cells,184,64.79891304347827,99.08574461505296
93,Debris,9,21.666666666666668,125.63417964285622
94,Seed Cells,1112,86.41007194244604,126.84496499314432
94,Fixed Cells,984,95.32926829268293,114.25880696548991
94,Dead Cells,191,64.89528795811518,98.94628745035803
94,Debris,8,20.0,128.36756944213786
95,Seed Cells,1114,85.16965888689407,126.6671572085506
95,Fixed Cells,1005,94.35323383084577,114.59414741950505
95,Dead Cells,174,63.94252873563219,99.22552062845473
95,Debris,8,21.25,115.80316835232117
96,Seed Cells,1091,84.7186067827681,126.57773694133768
96,Fixed Cells,978,95.4877300613497,114.42803189413678
96,Dead Cells,167,62.455089820359284,100.14098410133093
96,Debris,13,21.076923076923077,120.07179549989654
97,Seed Cells,1097,83.26071103008204,126.65012336636268
97,Fixed Cells,978,95.92229038854806,114.11426668414428
97,Dead Cells,182,62.895604395604394,98.43913411291186
97,Debris,4,21.25,123.74305555555556
98,Seed Cells,1115,84.18923766816144,126.3805984066297
98,Fixed Cells,981,94.99286442405709,114.1452119904917
98,Dead Cells,174,63.47701149425287,98.47260446499799
98,Debris,10,20.4,114.09880061115356
99,Seed Cells,1115,83.75515695067264,126.31539048305655
99,Fixed Cells,1001,94.81418581418582,114.16491491829463
99,Dead Cells,164,62.048780487804876,98.88887513848742
99,Debris,7,19.714285714285715,114.51340336772668
100,Seed Cells,1087,84.32382704691813,126.65035978158765
100,Fixed Cells,991,93.98789101917255,114.08023163660215
100,Dead Cells,146,63.21232876712329,98.81157967135339
100,Debris,10,19.2,128.23399540517963
101,Seed Cells,1112,84.04586330935251,126.61713933081484
101,Fixed Cells,993,93.36455186304129,113.84009421160717
101,Dead Cells,165,63.00606060606061,98.67229446021979
101,Debris,8,21.75,118.62469414643327
102,Seed Cells,1119,82.1331546023235,126.56868834322913
102,Fixed Cells,1015,94.58522167487685,114.07296528655782
102,Dead Cells,159,61.276729559748425,98.31433652684504
102,Debris,10,21.0,124.90167868811764
103,Seed Cells,1089,83.25619834710744,126.40479143139714
103,Fixed Cells,977,94.30092118730809,114.38728646215505
103,Dead Cells,161,64.6024844720497,99.30162151435557
103,Debris,7,20.0,121.23351571923409
104,Seed Cells,1108,82.84927797833934,126.48916114568372
104,Fixed Cells,988,93.31174089068826,114.31780730851631
104,Dead Cells,175,62.57142857142857,99.59161621878103
104,Debris,10,20.2,124.26204083651353
105,Seed Cells,1113,83.13027852650494,126.39623097800579
105,Fixed Cells,982,94.69653767820773,114.42407974617934
105,Dead Cells,181,63.10497237569061,99.38950250162863
105,Debris,14,20.0,121.01295462623713
106,Seed Cells,1086,82.47974217311234,126.43994367030483
106,Fixed Cells,970,93.61134020618557,114.3579459424676
106,Dead Cells,170,62.77058823529412,99.76679596385179
106,Debris,15,20.533333333333335,123.57584527352768
107,Seed Cells,1094,82.79067641681901,126.54211543341991
107,Fixed Cells,967,93.53257497414684,114.22640901403078
107,Dead Cells,168,62.267857142857146,99.64030344004026
107,Debris,10,18.8,123.4123483284861
108,Seed Cells,1129,82.02302922940656,126.59178078125352
108,Fixed Cells,985,91.57157360406092,114.40258624314446
108,Dead Cells,179,62.92178770949721,99.13938710040233
108,Debris,10,19.7,125.4299044011544
109,Seed Cells,1125,82.32622222222223,126.6862950525847
109,Fixed Cells,987,90.52887537993921,114.38435376155998
109,Dead Cells,165,60.018181818181816,99.33302740764606
109,Debris,6,18.5,124.32294820541306
110,Seed Cells,1119,82.77837354781055,126.32379695629623
110,Fixed Cells,974,91.55030800821355,114.29319237939615
110,Dead Cells,168,60.607142857142854,99.72664044250396
110,Debris,7,16.571428571428573,116.84313909774436
111,Seed Cells,1126,81.57015985790409,126.16630137102543
111,Fixed Cells,986,91.54158215010142,114.39597721787437
111,Dead Cells,164,60.66463414634146,99.67964874388123
111,Debris,4,18.25,131.24583333333334
112,Seed Cells,1133,81.93203883495146,126.2149077335621
112,Fixed Cells,996,92.14558232931726,114.40757324789222
112,Dead Cells,166,61.42168674698795,99.10524224410203
112,Debris,7,19.0,122.0180880895455
113,Seed Cells,1139,81.74714661984197,126.4019802804193
113,Fixed Cells,1008,90.05357142857143,114.4940073074194
113,Dead Cells,167,61.83233532934132,99.67757526620939
113,Debris,5,20.8,128.1904761904762
114,Seed Cells,1114,81.78994614003591,126.10460529800392
114,Fixed Cells,995,90.17788944723618,114.58342220696538
114,Dead Cells,157,60.40127388535032,99.54576045198566
114,Debris,6,19.0,132.14363810741688
115,Seed Cells,1114,81.21364452423698,126.29280319064422
115,Fixed Cells,1012,89.05237154150197,114.96293078772285
115,Dead Cells,142,61.098591549295776,100.2079110621035
115,Debris,10,19.2,127.63605442634719
116,Seed Cells,1114,81.11938958707361,126.14316286637451
116,Fixed Cells,1005,91.37412935323383,114.44026766699696
116,Dead Cells,142,60.683098591549296,99.9439368993026
116,Debris,7,19.571428571428573,135.56326670984598
117,Seed Cells,1103,80.44605621033544,125.98420523311047
117,Fixed Cells,985,90.2010152284264,114.45130310164464
117,Dead Cells,154,61.66883116883117,99.64274243561574
117,Debris,6,20.833333333333332,134.31123452570822
118,Seed Cells,1110,79.95945945945945,125.88363872139688
118,Fixed Cells,999,89.65465465465465,114.2457365837609
118,Dead Cells,136,61.5514705882353,99.77910234662505
118,Debris,8,19.0,131.00183626680337
119,Seed Cells,1090,80.20733944954128,126.08245109993283
119,Fixed Cells,1009,89.65807730426164,115.06774744888477
119,Dead Cells,120,61.69166666666667,100.43987738392768
119,Debris,4,17.5,137.86262626262626
120,Seed Cells,1079,81.94161260426321,125.79262100712131
120,Fixed Cells,985,91.36446700507614,114.75431323618892
120,Dead Cells,129,60.63565891472868,100.91577164860216
120,Debris,5,22.4,125.30763222284963
121,Seed Cells,1084,80.11808118081181,125.88726253434376
121,Fixed Cells,986,90.30730223123732,114.27324032389818
121,Dead Cells,136,61.463235294117645,100.3728673309104
121,Debris,3,18.333333333333332,128.8870320855615
122,Seed Cells,1106,80.72061482820976,125.82920935702953
122,Fixed Cells,985,88.05380710659898,114.10558278554873
122,Dead Cells,151,61.76158940397351,99.98475274740385
122,Debris,7,19.857142857142858,123.97966995410604
123,Seed Cells,1079,80.5690454124189,125.90531371278998
123,Fixed Cells,972,89.26234567901234,114.80913011250985
123,Dead Cells,137,60.86861313868613,100.62209088999592
123,Debris,6,19.833333333333332,128.76039236858324
124,Seed Cells,1091,79.17506874427131,126.04003627730698
124,Fixed Cells,971,88.94541709577754,114.19782150986548
124,Dead Cells,148,60.07432432432432,100.85630538427328
124,Debris,7,21.285714285714285,133.89917605278018
125,Seed Cells,1099,78.66969972702456,126.08792712986828
125,Fixed Cells,918,88.07734204793029,114.89518436280757
125,Dead Cells,202,67.63366336633663,100.8454505751539
125,Debris,10,17.9,131.06056521093285
126,Seed Cells,1094,79.6709323583181,125.91647391352554
126,Fixed Cells,921,86.47882736156352,115.21191254724329
126,Dead Cells,196,67.08673469387755,100.0869537834694
126,Debris,6,19.833333333333332,130.35658761528325
127,Seed Cells,1097,79.3901549680948,125.88824262374429
127,Fixed Cells,928,87.58297413793103,115.1070125011964
127,Dead Cells,186,67.55913978494624,100.33195490158964
127,Debris,7,20.857142857142858,129.27721101615876
128,Seed Cells,1090,79.61192660550459,125.9577252396702
128,Fixed Cells,930,87.53978494623657,115.31598817875641
128,Dead Cells,177,66.57627118644068,100.53280686234403
128,Debris,6,18.333333333333332,135.38085657985542
129,Seed Cells,1091,80.91292392300642,125.92735429345791
129,Fixed Cells,926,88.37796976241901,115.64121338583264
129,Dead Cells,182,68.64835164835165,101.55150529163708
129,Debris,6,17.5,122.13194681254144
130,Seed Cells,1087,80.57313707451702,125.90997005853856
130,Fixed Cells,945,87.83915343915343,115.50137296350375
130,Dead Cells,176,68.4034090909091,100.45070863008796
130,Debris,7,17.857142857142858,122.69723942208462
131,Seed Cells,1111,78.74797479747974,126.07309282049644
131,Fixed Cells,971,87.60144181256436,115.67623678771024
131,Dead Cells,165,66.13333333333334,101.04710439514548
131,Debris,6,21.0,127.26473006186967
132,Seed Cells,1108,78.86913357400722,125.9579854407027
132,Fixed Cells,954,87.05241090146751,115.7012809065363
132,Dead Cells,177,66.73446327683615,101.73483535601422
132,Debris,5,18.0,139.14226827094475
133,Seed Cells,1108,78.12274368231047,125.79243204969076
133,Fixed Cells,973,87.68242548818088,115.79376058161017
133,Dead Cells,160,66.55625,101.44868217999665
133,Debris,4,18.5,140.5876811594203
134,Seed Cells,1121,78.74754683318466,125.82537376018833
134,Fixed Cells,982,87.35132382892057,115.58746221237192
134,Dead Cells,171,65.953216374269,101.5012552244056
134,Debris,4,18.75,138.80932438192667
135,Seed Cells,1118,78.71377459749553,125.94108799926136
135,Fixed Cells,981,86.46788990825688,115.67431666992773
135,Dead Cells,170,65.43529411764706,101.7175164064166
135,Debris,5,20.6,123.64712373819926
136,Seed Cells,1112,77.95503597122303,126.02833366614709
136,Fixed Cells,982,86.64562118126273,115.69773699300315
136,Dead Cells,167,66.96407185628742,101.2244338147968
136,Debris,11,20.272727272727273,131.21073205902314
137,Seed Cells,1104,78.00815217391305,125.82624290851743
137,Fixed Cells,973,85.7070914696814,115.63379944538491
137,Dead Cells,161,64.73291925465838,101.87820866130113
137,Debris,4,19.25,140.84962406015038
138,Seed Cells,1127,77.40638864241349,125.82097937594094
138,Fixed Cells,984,86.42276422764228,115.7535433153584
138,Dead Cells,165,65.04242424242425,100.53321755749802
138,Debris,8,17.5,124.25123770600744
139,Seed Cells,1116,78.41308243727599,125.74997397911879
139,Fixed Cells,978,86.91104294478528,115.58908146845188
139,Dead Cells,162,65.76543209876543,101.12255834735495
139,Debris,5,19.0,126.7609022556391
140,Seed Cells,1113,77.85265049415993,125.82866424944642
140,Fixed Cells,970,86.54948453608247,115.61535061773588
140,Dead Cells,164,65.78658536585365,101.23752964376062
140,Debris,4,18.5,123.41461988304093
141,Seed Cells,1114,78.1867145421903,125.91501945703092
141,Fixed Cells,973,87.63001027749229,115.67231379535451
